id|nct_id|ctgov_group_code|units|scope|count
20267|NCT01257503|B2|Participants|Overall|129
20268|NCT01257503|B1|Participants|Overall|132
20269|NCT01257425|B3|Participants|Overall|103
20270|NCT01257425|B2|Participants|Overall|51
20271|NCT01257425|B1|Participants|Overall|52
20272|NCT01257230|B4|Participants|Overall|397
20273|NCT01257230|B3|Participants|Overall|134
20274|NCT01257230|B2|Participants|Overall|125
20275|NCT01257230|B1|Participants|Overall|138
20276|NCT01256190|B3|Participants|Overall|56
20277|NCT01256190|B2|Participants|Overall|17
20278|NCT01256190|B1|Participants|Overall|39
20279|NCT01256177|B3|Participants|Overall|279
20280|NCT01256177|B2|Participants|Overall|139
20281|NCT01256177|B1|Participants|Overall|140
20282|NCT01256164|B3|Participants|Overall|70
20283|NCT01256164|B2|Participants|Overall|23
20284|NCT01256164|B1|Participants|Overall|47
20285|NCT01256086|B5|Participants|Overall|44
20286|NCT01256086|B4|Participants|Overall|11
20287|NCT01256086|B3|Participants|Overall|11
20288|NCT01256086|B2|Participants|Overall|11
20289|NCT01256086|B1|Participants|Overall|11
20290|NCT01256060|B1|Participants|Overall|15
20291|NCT01256034|B3|Participants|Overall|50
20292|NCT01256034|B2|Participants|Overall|25
20293|NCT01256034|B1|Participants|Overall|25
20294|NCT01257204|B4|Participants|Overall|151
20295|NCT01257204|B3|Participants|Overall|51
20296|NCT01257204|B2|Participants|Overall|50
20297|NCT01257204|B1|Participants|Overall|50
20298|NCT01256983|B3|Participants|Overall|30
20299|NCT01256983|B2|Participants|Overall|15
20300|NCT01256983|B1|Participants|Overall|15
20301|NCT01256944|B3|Participants|Overall|290
20302|NCT01256944|B2|Participants|Overall|220
20303|NCT01256944|B1|Participants|Overall|70
20304|NCT01256918|B1|Participants|Overall|200
20305|NCT01256658|B3|Participants|Overall|14075
20306|NCT01256658|B2|Participants|Overall|7258
20307|NCT01256658|B1|Participants|Overall|6817
20308|NCT01256567|B1|Participants|Overall|7
20309|NCT01256502|B1|Participants|Overall|139
20310|NCT01255904|B3|Participants|Overall|85
20311|NCT01255904|B2|Participants|Overall|41
20312|NCT01255904|B1|Participants|Overall|44
20313|NCT01255787|B5|Participants|Overall|600
20314|NCT01255787|B4|Participants|Overall|154
20315|NCT01255787|B3|Participants|Overall|150
20316|NCT01255787|B2|Participants|Overall|144
20317|NCT01255787|B1|Participants|Overall|152
20318|NCT01255761|B3|Participants|Overall|736
20319|NCT01255761|B2|Participants|Overall|367
20320|NCT01255761|B1|Participants|Overall|369
20321|NCT01255722|B4|Participants|Overall|468
20322|NCT01255722|B3|Participants|Overall|153
20323|NCT01255722|B2|Participants|Overall|160
20324|NCT01255722|B1|Participants|Overall|155
20325|NCT01255631|B3|Participants|Overall|7
20326|NCT01255631|B2|Participants|Overall|3
20327|NCT01255631|B1|Participants|Overall|4
20328|NCT01255592|B3|Participants|Overall|52
20329|NCT01255592|B2|Participants|Overall|26
20330|NCT01255592|B1|Participants|Overall|26
20331|NCT01255449|B1|Participants|Overall|26
20332|NCT01255436|B3|Participants|Overall|662
20333|NCT01255436|B2|Participants|Overall|329
20334|NCT01255436|B1|Participants|Overall|333
20335|NCT01255423|B3|Participants|Overall|206
20336|NCT01255423|B2|Participants|Overall|102
20337|NCT01255423|B1|Participants|Overall|104
20338|NCT01255306|B3|Participants|Overall|59
20339|NCT01255306|B2|Participants|Overall|33
20340|NCT01255306|B1|Participants|Overall|26
20341|NCT01255137|B1|Participants|Overall|13
20342|NCT01254890|B3|Participants|Overall|60
20343|NCT01254890|B2|Participants|Overall|57
20344|NCT01254890|B1|Participants|Overall|3
20345|NCT01254851|B3|Participants|Overall|146
20346|NCT01254851|B2|Participants|Overall|77
20347|NCT01254851|B1|Participants|Overall|69
20348|NCT01254760|B1|Participants|Overall|72
20349|NCT01254747|B5|Participants|Overall|129
20350|NCT01254747|B4|Participants|Overall|30
20351|NCT01254747|B3|Participants|Overall|30
20352|NCT01254747|B2|Participants|Overall|29
20353|NCT01254747|B1|Participants|Overall|40
20354|NCT01254721|B3|Participants|Overall|121
20355|NCT01254721|B2|Participants|Overall|58
20356|NCT01254721|B1|Participants|Overall|63
20357|NCT01254669|B3|Participants|Overall|200
20358|NCT01254669|B2|Participants|Overall|100
20359|NCT01254669|B1|Participants|Overall|100
20360|NCT01254656|B4|Participants|Overall|108
20361|NCT01254656|B3|Participants|Overall|18
20362|NCT01254656|B2|Participants|Overall|43
20363|NCT01254656|B1|Participants|Overall|47
20364|NCT01254643|B1|Participants|Overall|100
20365|NCT01254604|B3|Participants|Overall|187
20366|NCT01254604|B2|Participants|Overall|94
20367|NCT01254604|B1|Participants|Overall|93
20368|NCT01254409|B5|Participants|Overall|21
20369|NCT01254409|B4|Participants|Overall|4
20370|NCT01254409|B3|Participants|Overall|5
20371|NCT01254409|B2|Participants|Overall|6
20372|NCT01254409|B1|Participants|Overall|6
20373|NCT01254396|B1|Participants|Overall|12
20374|NCT01254344|B3|Participants|Overall|587
20375|NCT01254344|B2|Participants|Overall|297
20376|NCT01254344|B1|Participants|Overall|290
20377|NCT01254331|B1|Participants|Overall|51
20378|NCT01254318|B1|Participants|Overall|130
20379|NCT01254305|B4|Participants|Overall|251
20380|NCT01254305|B3|Participants|Overall|77
20381|NCT01254305|B2|Participants|Overall|85
20382|NCT01254305|B1|Participants|Overall|89
20383|NCT01254292|B3|Participants|Overall|560
20384|NCT01254292|B2|Participants|Overall|281
20385|NCT01254292|B1|Participants|Overall|279
20386|NCT01254214|B3|Participants|Overall|55
20387|NCT01254214|B2|Participants|Overall|28
20388|NCT01254214|B1|Participants|Overall|27
20389|NCT01254188|B1|Participants|Overall|421
20390|NCT01254045|B1|Participants|Overall|9
20391|NCT01253980|B3|Participants|Overall|74
20392|NCT01253980|B2|Participants|Overall|39
20393|NCT01253980|B1|Participants|Overall|35
20394|NCT01253902|B4|Participants|Overall|164
20395|NCT01253902|B3|Participants|Overall|55
20396|NCT01253902|B2|Participants|Overall|53
20397|NCT01253902|B1|Participants|Overall|56
20398|NCT01253824|B3|Participants|Overall|14
20399|NCT01253824|B2|Participants|Overall|7
20400|NCT01253824|B1|Participants|Overall|7
20401|NCT01253811|B1|Participants|Overall|6
20402|NCT01253577|B1|Participants|Overall|105
20403|NCT01253564|B1|Participants|Overall|24
20404|NCT01253525|B1|Participants|Overall|6
20405|NCT01253447|B1|Participants|Overall|19
20406|NCT01253408|B4|Participants|Overall|36
20407|NCT01253408|B3|Participants|Overall|13
20408|NCT01253408|B2|Participants|Overall|13
20409|NCT01253408|B1|Participants|Overall|10
20410|NCT01253369|B1|Participants|Overall|33
20411|NCT01253343|B3|Participants|Overall|17
20412|NCT01253343|B2|Participants|Overall|8
20413|NCT01253343|B1|Participants|Overall|9
20414|NCT01253304|B5|Participants|Overall|26
20415|NCT01253304|B4|Participants|Overall|3
20416|NCT01253304|B3|Participants|Overall|6
20417|NCT01253304|B2|Participants|Overall|6
20418|NCT01253304|B1|Participants|Overall|11
20419|NCT01253265|B6|Participants|Overall|32
20420|NCT01253265|B5|Participants|Overall|8
20421|NCT01253265|B4|Participants|Overall|6
20422|NCT01253265|B3|Participants|Overall|6
20423|NCT01253265|B2|Participants|Overall|6
20424|NCT01253265|B1|Participants|Overall|6
20425|NCT01253187|B1|Participants|Overall|44
20426|NCT01253174|B1|Participants|Overall|45
20427|NCT01253148|B1|Participants|Overall|25
20428|NCT01253135|B1|Participants|Overall|40
20429|NCT01253070|B1|Participants|Overall|54
20430|NCT01253044|B3|Participants|Overall|160
20431|NCT01253044|B2|Participants|Overall|80
20432|NCT01253044|B1|Participants|Overall|80
20433|NCT01253018|B3|Participants|Overall|45
20434|NCT01253018|B2|Participants|Overall|23
20435|NCT01253018|B1|Participants|Overall|22
20436|NCT01252966|B3|Participants|Overall|213
20437|NCT01252966|B2|Participants|Overall|105
20438|NCT01252966|B1|Participants|Overall|108
20439|NCT01252940|B3|Participants|Overall|476
20440|NCT01252940|B2|Participants|Overall|159
20441|NCT01252940|B1|Participants|Overall|317
20442|NCT01252810|B3|Participants|Overall|278
20443|NCT01252810|B2|Participants|Overall|141
20444|NCT01252810|B1|Participants|Overall|137
20445|NCT01252355|B4|Participants|Overall|534
20446|NCT01252355|B3|Participants|Overall|179
20447|NCT01252355|B2|Participants|Overall|178
20448|NCT01252355|B1|Participants|Overall|177
20449|NCT01252290|B1|Participants|Overall|35
20450|NCT01252277|B1|Participants|Overall|36
20451|NCT01252238|B4|Participants|Overall|24
20452|NCT01252238|B3|Participants|Overall|8
20453|NCT01252238|B2|Participants|Overall|8
20454|NCT01252238|B1|Participants|Overall|8
20455|NCT01252186|B4|Participants|Overall|226
20456|NCT01252186|B3|Participants|Overall|71
20457|NCT01252186|B2|Participants|Overall|80
20458|NCT01252186|B1|Participants|Overall|75
20459|NCT01252147|B1|Participants|Overall|68
20460|NCT01252134|B1|Participants|Overall|22
20461|NCT01252095|B3|Participants|Overall|4
20462|NCT01252095|B2|Participants|Overall|1
20463|NCT01252095|B1|Participants|Overall|3
20464|NCT01251978|B3|Participants|Overall|8
20465|NCT01251978|B2|Participants|Overall|3
20466|NCT01251978|B1|Participants|Overall|5
20467|NCT01251952|B1|Participants|Overall|2
20468|NCT01251770|B3|Participants|Overall|78
20469|NCT01251770|B2|Participants|Overall|36
20470|NCT01251770|B1|Participants|Overall|42
20471|NCT01251653|B10|Participants|Overall|93
20472|NCT01251653|B9|Participants|Overall|6
20473|NCT01251653|B8|Participants|Overall|12
20474|NCT01251653|B7|Participants|Overall|18
20475|NCT01251653|B6|Participants|Overall|18
20476|NCT01251653|B5|Participants|Overall|2
20477|NCT01251653|B4|Participants|Overall|6
20478|NCT01251653|B3|Participants|Overall|20
20479|NCT01251653|B2|Participants|Overall|8
20480|NCT01251653|B1|Participants|Overall|3
20481|NCT01250769|B5|Participants|Overall|168
20482|NCT01250769|B4|Participants|Overall|11
20483|NCT01250769|B3|Participants|Overall|74
20484|NCT01250769|B2|Participants|Overall|72
20485|NCT01250769|B1|Participants|Overall|11
20486|NCT01250756|B3|Participants|Overall|321
20487|NCT01250756|B2|Participants|Overall|160
20488|NCT01250756|B1|Participants|Overall|161
20489|NCT01250730|B4|Participants|Overall|18
20490|NCT01250730|B3|Participants|Overall|6
20491|NCT01250730|B2|Participants|Overall|6
20492|NCT01250730|B1|Participants|Overall|6
20493|NCT01250717|B1|Participants|Overall|28
20494|NCT01250509|B3|Participants|Overall|47
20495|NCT01250509|B2|Participants|Overall|23
20496|NCT01250509|B1|Participants|Overall|24
20497|NCT01251354|B1|Participants|Overall|6
20498|NCT01251315|B7|Participants|Overall|24
20499|NCT01251315|B6|Participants|Overall|4
20500|NCT01251315|B5|Participants|Overall|4
20501|NCT01251315|B4|Participants|Overall|4
20502|NCT01251315|B3|Participants|Overall|4
20503|NCT01251315|B2|Participants|Overall|4
20504|NCT01251315|B1|Participants|Overall|4
20505|NCT01251146|B3|Participants|Overall|177
20506|NCT01251146|B2|Participants|Overall|91
20507|NCT01251146|B1|Participants|Overall|86
20508|NCT01251120|B3|Participants|Overall|2
20509|NCT01251120|B2|Participants|Overall|1
20510|NCT01251120|B1|Participants|Overall|1
20511|NCT01251042|B3|Participants|Overall|49
20512|NCT01251042|B2|Participants|Overall|23
20513|NCT01251042|B1|Participants|Overall|26
20514|NCT01250990|B3|Participants|Overall|22
20515|NCT01250990|B2|Participants|Overall|11
20516|NCT01250990|B1|Participants|Overall|11
20517|NCT01250899|B3|Participants|Overall|122
20518|NCT01250899|B2|Participants|Overall|82
20519|NCT01250899|B1|Participants|Overall|40
20520|NCT01250834|B1|Participants|Overall|27
20521|NCT01250418|B3|Participants|Overall|25
20522|NCT01250418|B2|Participants|Overall|16
20523|NCT01250418|B1|Participants|Overall|9
20524|NCT01250379|B3|Participants|Overall|494
20525|NCT01250379|B2|Participants|Overall|247
20526|NCT01250379|B1|Participants|Overall|247
20527|NCT01250184|B4|Participants|Overall|127
20528|NCT01250184|B3|Participants|Overall|43
20529|NCT01250184|B2|Participants|Overall|43
20530|NCT01250184|B1|Participants|Overall|41
20531|NCT01250171|B4|Participants|Overall|71
20532|NCT01250171|B3|Participants|Overall|24
20533|NCT01250171|B2|Participants|Overall|22
20534|NCT01250171|B1|Participants|Overall|25
20535|NCT01250145|B3|Participants|Overall|251
20536|NCT01250145|B2|Participants|Overall|210
20537|NCT01250145|B1|Participants|Overall|41
20538|NCT01250119|B1|Participants|Overall|688
20539|NCT01250054|B1|Participants|Overall|17
20540|NCT01250002|B3|Participants|Overall|70
20541|NCT01250002|B2|Participants|Overall|35
20542|NCT01250002|B1|Participants|Overall|35
20543|NCT01249872|B7|Participants|Overall|96
20544|NCT01249872|B6|Participants|Overall|16
20545|NCT01249872|B5|Participants|Overall|16
20546|NCT01249872|B4|Participants|Overall|16
20547|NCT01249872|B3|Participants|Overall|16
20548|NCT01249872|B2|Participants|Overall|16
20549|NCT01249872|B1|Participants|Overall|16
20550|NCT01249664|B3|Participants|Overall|121
20551|NCT01249664|B2|Participants|Overall|31
20552|NCT01249664|B1|Participants|Overall|90
20553|NCT01249651|B1|Participants|Overall|101
20554|NCT01249274|B3|Participants|Overall|50
20555|NCT01249274|B2|Participants|Overall|25
20556|NCT01249274|B1|Participants|Overall|25
20557|NCT01249261|B3|Participants|Overall|61
20558|NCT01249261|B2|Participants|Overall|31
20559|NCT01249261|B1|Participants|Overall|30
20560|NCT01249157|B1|Participants|Overall|1
20561|NCT01249131|B1|Participants|Overall|20
20562|NCT01249092|B1|Participants|Overall|20
20563|NCT01248936|B1|Participants|Overall|371
20564|NCT01248884|B4|Participants|Overall|721
20565|NCT01248884|B3|Participants|Overall|239
20566|NCT01248884|B2|Participants|Overall|242
20567|NCT01248884|B1|Participants|Overall|240
20568|NCT01248793|B3|Participants|Overall|213
20569|NCT01248793|B2|Participants|Overall|108
20570|NCT01248793|B1|Participants|Overall|105
20571|NCT01248780|B3|Participants|Overall|264
20572|NCT01248780|B2|Participants|Overall|132
20573|NCT01248780|B1|Participants|Overall|132
20574|NCT01248728|B3|Participants|Overall|38
20575|NCT01248728|B2|Participants|Overall|19
20576|NCT01248728|B1|Participants|Overall|19
20577|NCT01248468|B4|Participants|Overall|752
20578|NCT01248468|B3|Participants|Overall|149
20579|NCT01248468|B2|Participants|Overall|304
20580|NCT01248468|B1|Participants|Overall|299
20581|NCT01248455|B1|Participants|Overall|9
20582|NCT01248364|B5|Participants|Overall|91
20583|NCT01248364|B4|Participants|Overall|12
20584|NCT01248364|B3|Participants|Overall|13
20585|NCT01248364|B2|Participants|Overall|34
20586|NCT01248364|B1|Participants|Overall|32
20587|NCT01248221|B3|Participants|Overall|30
20588|NCT01248221|B2|Participants|Overall|15
20589|NCT01248221|B1|Participants|Overall|15
20590|NCT01248130|B3|Participants|Overall|7
20591|NCT01248130|B2|Participants|Overall|4
20592|NCT01248130|B1|Participants|Overall|3
20593|NCT01248065|B3|Participants|Overall|408
20594|NCT01248065|B2|Participants|Overall|201
20595|NCT01248065|B1|Participants|Overall|207
20596|NCT01248013|B1|Participants|Overall|89
20597|NCT01247974|B3|Participants|Overall|439
20598|NCT01247974|B2|Participants|Overall|222
20599|NCT01247974|B1|Participants|Overall|217
20600|NCT01247922|B1|Participants|Overall|4
20601|NCT01247428|B1|Participants|Overall|30
20602|NCT01247285|B3|Participants|Overall|26
20603|NCT01247285|B2|Participants|Overall|13
20604|NCT01247285|B1|Participants|Overall|13
20605|NCT01247272|B3|Participants|Overall|26
20606|NCT01247272|B2|Participants|Overall|13
20607|NCT01247272|B1|Participants|Overall|13
20608|NCT01247220|B3|Participants|Overall|12
20609|NCT01247220|B2|Participants|Overall|6
20610|NCT01247220|B1|Participants|Overall|6
20611|NCT01247090|B4|Participants|Overall|12
20612|NCT01247090|B3|Participants|Overall|4
20613|NCT01247090|B2|Participants|Overall|4
20614|NCT01247090|B1|Participants|Overall|4
20615|NCT01247064|B3|Participants|Overall|62
20616|NCT01247064|B2|Participants|Overall|31
20617|NCT01247064|B1|Participants|Overall|31
20618|NCT01246999|B5|Participants|Overall|34
20619|NCT01246999|B4|Participants|Overall|2
20620|NCT01246999|B3|Participants|Overall|17
20621|NCT01246999|B2|Participants|Overall|4
20622|NCT01246999|B1|Participants|Overall|11
20623|NCT01246973|B3|Participants|Overall|686
20624|NCT01246973|B2|Participants|Overall|342
20625|NCT01246973|B1|Participants|Overall|344
20626|NCT01246960|B3|Participants|Overall|168
20627|NCT01246960|B2|Participants|Overall|84
20628|NCT01246960|B1|Participants|Overall|84
20629|NCT01246791|B1|Participants|Overall|12
20630|NCT01246713|B1|Participants|Overall|15
20631|NCT01246479|B1|Participants|Overall|23
20632|NCT01246349|B3|Participants|Overall|40
20633|NCT01246349|B2|Participants|Overall|20
20634|NCT01246349|B1|Participants|Overall|20
20635|NCT01246258|B1|Participants|Overall|5
20636|NCT01244126|B4|Participants|Overall|171
20637|NCT01244126|B3|Participants|Overall|57
20638|NCT01244126|B2|Participants|Overall|55
20639|NCT01244126|B1|Participants|Overall|59
20640|NCT01244061|B3|Participants|Overall|494
20641|NCT01244061|B2|Participants|Overall|245
20642|NCT01244061|B1|Participants|Overall|249
20643|NCT01246076|B1|Participants|Overall|24
20644|NCT01246011|B4|Participants|Overall|9
20645|NCT01246011|B3|Participants|Overall|9
20646|NCT01246011|B2|Participants|Overall|0
20647|NCT01246011|B1|Participants|Overall|0
20648|NCT01245764|B5|Participants|Overall|250
20649|NCT01245764|B4|Participants|Overall|20
20650|NCT01245764|B3|Participants|Overall|120
20651|NCT01245764|B2|Participants|Overall|30
20652|NCT01245764|B1|Participants|Overall|80
20653|NCT01245751|B5|Participants|Overall|600
20654|NCT01245751|B4|Participants|Overall|100
20655|NCT01245751|B3|Participants|Overall|100
20656|NCT01245751|B2|Participants|Overall|199
20657|NCT01245751|B1|Participants|Overall|201
20658|NCT01245738|B1|Participants|Overall|474
20659|NCT01245647|B3|Participants|Overall|19
20660|NCT01245647|B2|Participants|Overall|12
20661|NCT01245647|B1|Participants|Overall|7
20662|NCT01245595|B3|Participants|Overall|144
20663|NCT01245595|B2|Participants|Overall|72
20664|NCT01245595|B1|Participants|Overall|72
20665|NCT01245439|B1|Participants|Overall|65
20666|NCT01245413|B1|Participants|Overall|32
20667|NCT01245387|B1|Participants|Overall|1001
20668|NCT01245374|B1|Participants|Overall|103
20669|NCT01245283|B4|Participants|Overall|90
20670|NCT01245283|B3|Participants|Overall|30
20671|NCT01245283|B2|Participants|Overall|28
20672|NCT01245283|B1|Participants|Overall|32
20673|NCT01245270|B3|Participants|Overall|8
20674|NCT01245270|B2|Participants|Overall|4
20675|NCT01245270|B1|Participants|Overall|4
20676|NCT01245101|B3|Participants|Overall|15
20677|NCT01245101|B2|Participants|Overall|0
20678|NCT01245101|B1|Participants|Overall|15
20679|NCT01245062|B3|Participants|Overall|322
20680|NCT01245062|B2|Participants|Overall|108
20681|NCT01245062|B1|Participants|Overall|214
20682|NCT01244984|B4|Participants|Overall|243
20683|NCT01244984|B3|Participants|Overall|90
20684|NCT01244984|B2|Participants|Overall|93
20685|NCT01244984|B1|Participants|Overall|60
20686|NCT01244906|B1|Participants|Overall|26
20687|NCT01244893|B1|Participants|Overall|44
20688|NCT01244828|B1|Participants|Overall|157
20689|NCT01244815|B5|Participants|Overall|403
20690|NCT01244815|B4|Participants|Overall|99
20691|NCT01244815|B3|Participants|Overall|99
20692|NCT01244815|B2|Participants|Overall|104
20693|NCT01244815|B1|Participants|Overall|101
20694|NCT01244724|B1|Participants|Overall|15
20695|NCT01244711|B1|Participants|Overall|1
20696|NCT01244633|B1|Participants|Overall|18
20697|NCT01244620|B1|Participants|Overall|16
20698|NCT01244529|B1|Participants|Overall|41
20699|NCT01244516|B4|Participants|Overall|501
20700|NCT01244516|B3|Participants|Overall|168
20701|NCT01244516|B2|Participants|Overall|170
20702|NCT01244516|B1|Participants|Overall|163
20703|NCT01244503|B1|Participants|Overall|61
20704|NCT01244490|B4|Participants|Overall|337
20705|NCT01244490|B3|Participants|Overall|112
20706|NCT01244490|B2|Participants|Overall|114
20707|NCT01244490|B1|Participants|Overall|111
20708|NCT01244477|B3|Participants|Overall|61
20709|NCT01244477|B2|Participants|Overall|23
20710|NCT01244477|B1|Participants|Overall|38
20711|NCT01244425|B3|Participants|Overall|70
20712|NCT01244425|B2|Participants|Overall|35
20713|NCT01244425|B1|Participants|Overall|35
20714|NCT01244412|B1|Participants|Overall|1
20715|NCT01244243|B1|Participants|Overall|41
20716|NCT01243944|B3|Participants|Overall|222
20717|NCT01243944|B2|Participants|Overall|112
20718|NCT01243944|B1|Participants|Overall|110
20719|NCT01243892|B3|Participants|Overall|18
20720|NCT01243892|B2|Participants|Overall|3
20721|NCT01243892|B1|Participants|Overall|15
20722|NCT01243775|B1|Participants|Overall|33
20723|NCT01243671|B1|Participants|Overall|20
20724|NCT01243619|B1|Participants|Overall|5
20725|NCT01243567|B3|Participants|Overall|81
20726|NCT01243567|B2|Participants|Overall|38
20727|NCT01243567|B1|Participants|Overall|43
20728|NCT01243450|B4|Participants|Overall|940
20729|NCT01243450|B3|Participants|Overall|135
20730|NCT01243450|B2|Participants|Overall|404
20731|NCT01243450|B1|Participants|Overall|401
20732|NCT01243411|B1|Participants|Overall|347
20733|NCT01243320|B1|Participants|Overall|36
20734|NCT01243294|B1|Participants|Overall|54
20735|NCT01243242|B3|Participants|Overall|120
20736|NCT01243242|B2|Participants|Overall|60
20737|NCT01243242|B1|Participants|Overall|60
20738|NCT01243177|B3|Participants|Overall|886
20739|NCT01243177|B2|Participants|Overall|442
20740|NCT01243177|B1|Participants|Overall|444
20741|NCT01243112|B1|Participants|Overall|25
20742|NCT01242813|B1|Participants|Overall|20
20743|NCT01242748|B3|Participants|Overall|288
20744|NCT01242748|B2|Participants|Overall|94
20745|NCT01242748|B1|Participants|Overall|194
20746|NCT01242527|B5|Participants|Overall|399
20747|NCT01242527|B4|Participants|Overall|99
20748|NCT01242527|B3|Participants|Overall|101
20749|NCT01242527|B2|Participants|Overall|100
20750|NCT01242527|B1|Participants|Overall|99
20751|NCT01242514|B4|Participants|Overall|1912
20752|NCT01242514|B3|Participants|Overall|212
20753|NCT01242514|B2|Participants|Overall|357
20754|NCT01242514|B1|Participants|Overall|1343
20755|NCT01242371|B3|Participants|Overall|65
20756|NCT01242371|B2|Participants|Overall|32
20757|NCT01242371|B1|Participants|Overall|33
20758|NCT01242176|B1|Participants|Overall|24
20759|NCT01242111|B1|Participants|Overall|20
20760|NCT01242085|B4|Participants|Overall|64
20761|NCT01242085|B3|Participants|Overall|1
20762|NCT01242085|B2|Participants|Overall|30
20763|NCT01242085|B1|Participants|Overall|33
20764|NCT01241916|B3|Participants|Overall|66
20765|NCT01241916|B2|Participants|Overall|31
20766|NCT01241916|B1|Participants|Overall|35
20767|NCT01241903|B3|Participants|Overall|53
20768|NCT01241903|B2|Participants|Overall|27
20769|NCT01241903|B1|Participants|Overall|26
20770|NCT01241760|B3|Participants|Overall|740
20771|NCT01241760|B2|Participants|Overall|369
20772|NCT01241760|B1|Participants|Overall|371
20773|NCT01239732|B1|Participants|Overall|1021
20774|NCT01239680|B3|Participants|Overall|5
20775|NCT01239680|B2|Participants|Overall|2
20776|NCT01239680|B1|Participants|Overall|3
20777|NCT01241591|B5|Participants|Overall|1101
20778|NCT01241591|B4|Participants|Overall|107
20779|NCT01241591|B3|Participants|Overall|335
20780|NCT01241591|B2|Participants|Overall|330
20781|NCT01241591|B1|Participants|Overall|329
20782|NCT01241565|B1|Participants|Overall|50
20783|NCT01241552|B5|Participants|Overall|1452
20784|NCT01241552|B4|Participants|Overall|404
20785|NCT01241552|B3|Participants|Overall|403
20786|NCT01241552|B2|Participants|Overall|403
20787|NCT01241552|B1|Participants|Overall|242
20788|NCT01241539|B1|Participants|Overall|7
20789|NCT01241513|B3|Participants|Overall|19
20790|NCT01241513|B2|Participants|Overall|9
20791|NCT01241513|B1|Participants|Overall|10
20792|NCT01241292|B3|Participants|Overall|6
20793|NCT01241292|B2|Participants|Overall|3
20794|NCT01241292|B1|Participants|Overall|3
20795|NCT01241279|B3|Participants|Overall|6
20796|NCT01241279|B2|Participants|Overall|2
20797|NCT01241279|B1|Participants|Overall|4
20798|NCT01241240|B3|Participants|Overall|192
20799|NCT01241240|B2|Participants|Overall|98
20800|NCT01241240|B1|Participants|Overall|94
20801|NCT01240915|B9|Participants|Overall|105
20802|NCT01240915|B8|Participants|Overall|21
20803|NCT01240915|B7|Participants|Overall|19
20804|NCT01240915|B6|Participants|Overall|25
20805|NCT01240915|B5|Participants|Overall|23
20806|NCT01240915|B4|Participants|Overall|6
20807|NCT01240915|B3|Participants|Overall|6
20808|NCT01240915|B2|Participants|Overall|3
20809|NCT01240915|B1|Participants|Overall|2
20810|NCT01240902|B5|Participants|Overall|1389
20811|NCT01240902|B4|Participants|Overall|359
20812|NCT01240902|B3|Participants|Overall|391
20813|NCT01240902|B2|Participants|Overall|150
20814|NCT01240902|B1|Participants|Overall|489
20815|NCT01240811|B4|Participants|Overall|42
20816|NCT01240811|B3|Participants|Overall|17
20817|NCT01240811|B2|Participants|Overall|17
20818|NCT01240811|B1|Participants|Overall|8
20819|NCT01240785|B3|Participants|Overall|217
20820|NCT01240785|B2|Participants|Overall|107
20821|NCT01240785|B1|Participants|Overall|110
20822|NCT01240746|B4|Participants|Overall|4363
20823|NCT01240746|B3|Participants|Overall|2902
20824|NCT01240746|B2|Participants|Overall|725
20825|NCT01240746|B1|Participants|Overall|736
20826|NCT01237613|B1|Participants|Overall|4
20827|NCT01240590|B6|Participants|Overall|27
20828|NCT01240590|B5|Participants|Overall|1
20829|NCT01240590|B4|Participants|Overall|17
20830|NCT01240590|B3|Participants|Overall|3
20831|NCT01240590|B2|Participants|Overall|6
20832|NCT01240590|B1|Participants|Overall|0
20833|NCT01240551|B3|Participants|Overall|60
20834|NCT01240551|B2|Participants|Overall|30
20835|NCT01240551|B1|Participants|Overall|30
20836|NCT01240382|B3|Participants|Overall|287
20837|NCT01240382|B2|Participants|Overall|143
20838|NCT01240382|B1|Participants|Overall|144
20839|NCT01240356|B3|Participants|Overall|35
20840|NCT01240356|B2|Participants|Overall|20
20841|NCT01240356|B1|Participants|Overall|15
20842|NCT01240330|B1|Participants|Overall|33
20843|NCT01240200|B3|Participants|Overall|46
20844|NCT01240200|B2|Participants|Overall|23
20845|NCT01240200|B1|Participants|Overall|23
20846|NCT01240135|B3|Participants|Overall|89
20847|NCT01240135|B2|Participants|Overall|45
20848|NCT01240135|B1|Participants|Overall|44
20849|NCT01240122|B1|Participants|Overall|29
20850|NCT01239992|B1|Participants|Overall|12
20851|NCT01239745|B1|Participants|Overall|46
20852|NCT01239511|B5|Participants|Overall|168
20853|NCT01239511|B4|Participants|Overall|37
20854|NCT01239511|B3|Participants|Overall|42
20855|NCT01239511|B2|Participants|Overall|43
20856|NCT01239511|B1|Participants|Overall|46
20857|NCT01239355|B1|Participants|Overall|15
20858|NCT01239316|B1|Participants|Overall|12
20859|NCT01239212|B1|Participants|Overall|7
20860|NCT01239121|B4|Participants|Overall|396
20861|NCT01239121|B3|Participants|Overall|15
20862|NCT01239121|B2|Participants|Overall|195
20863|NCT01239121|B1|Participants|Overall|186
20864|NCT01239056|B1|Participants|Overall|20
20865|NCT01239043|B3|Participants|Overall|139
20866|NCT01239043|B2|Participants|Overall|103
20867|NCT01239043|B1|Participants|Overall|36
20868|NCT01238991|B11|Participants|Overall|53
20869|NCT01238991|B10|Participants|Overall|2
20870|NCT01238991|B9|Participants|Overall|4
20871|NCT01238991|B8|Participants|Overall|5
20872|NCT01238991|B7|Participants|Overall|8
20873|NCT01238991|B6|Participants|Overall|2
