id|nct_id|ctgov_group_code|units|scope|count
26220|NCT01088438|B2|Participants|Overall|95
26221|NCT01088438|B1|Participants|Overall|94
26222|NCT01088399|B4|Participants|Overall|10673
26223|NCT01088399|B3|Participants|Overall|302
26224|NCT01088399|B2|Participants|Overall|1655
26225|NCT01088399|B1|Participants|Overall|8716
26226|NCT01088295|B1|Participants|Overall|36
26227|NCT01087996|B3|Participants|Overall|30
26228|NCT01087996|B2|Participants|Overall|15
26229|NCT01087996|B1|Participants|Overall|15
26230|NCT01087970|B1|Participants|Overall|69
26231|NCT01087957|B3|Participants|Overall|495
26232|NCT01087957|B2|Participants|Overall|242
26233|NCT01087957|B1|Participants|Overall|253
26234|NCT01087944|B1|Participants|Overall|60
26235|NCT01087918|B3|Participants|Overall|9
26236|NCT01087918|B2|Participants|Overall|4
26237|NCT01087918|B1|Participants|Overall|5
26238|NCT01087905|B9|Participants|Overall|987
26239|NCT01087905|B8|Participants|Overall|127
26240|NCT01087905|B7|Participants|Overall|121
26241|NCT01087905|B6|Participants|Overall|127
26242|NCT01087905|B5|Participants|Overall|122
26243|NCT01087905|B4|Participants|Overall|122
26244|NCT01087905|B3|Participants|Overall|123
26245|NCT01087905|B2|Participants|Overall|126
26246|NCT01087905|B1|Participants|Overall|119
26247|NCT01087814|B3|Participants|Overall|15
26248|NCT01087814|B2|Participants|Overall|7
26249|NCT01087814|B1|Participants|Overall|8
26250|NCT01087801|B3|Participants|Overall|55
26251|NCT01087801|B2|Participants|Overall|29
26252|NCT01087801|B1|Participants|Overall|26
26253|NCT01087788|B4|Participants|Overall|409
26254|NCT01087788|B3|Participants|Overall|135
26255|NCT01087788|B2|Participants|Overall|138
26256|NCT01087788|B1|Participants|Overall|136
26257|NCT01087762|B4|Participants|Overall|325
26258|NCT01087762|B3|Participants|Overall|107
26259|NCT01087762|B2|Participants|Overall|107
26260|NCT01087762|B1|Participants|Overall|111
26261|NCT01087736|B3|Participants|Overall|30
26262|NCT01087736|B2|Participants|Overall|16
26263|NCT01087736|B1|Participants|Overall|14
26264|NCT01087723|B3|Participants|Overall|2198
26265|NCT01087723|B2|Participants|Overall|1109
26266|NCT01087723|B1|Participants|Overall|1089
26267|NCT01087541|B3|Participants|Overall|6830
26268|NCT01087541|B2|Participants|Overall|3523
26269|NCT01087541|B1|Participants|Overall|3307
26270|NCT01087528|B1|Participants|Overall|51
26271|NCT01087502|B3|Participants|Overall|235
26272|NCT01087502|B2|Participants|Overall|113
26273|NCT01087502|B1|Participants|Overall|122
26274|NCT01087489|B1|Participants|Overall|53
26275|NCT01086969|B4|Participants|Overall|300
26276|NCT01086969|B3|Participants|Overall|100
26277|NCT01086969|B2|Participants|Overall|100
26278|NCT01086969|B1|Participants|Overall|100
26279|NCT01086852|B1|Participants|Overall|4
26280|NCT01086761|B6|Participants|Overall|32
26281|NCT01086761|B5|Participants|Overall|4
26282|NCT01086761|B4|Participants|Overall|6
26283|NCT01086761|B3|Participants|Overall|6
26284|NCT01086761|B2|Participants|Overall|7
26285|NCT01086761|B1|Participants|Overall|9
26286|NCT01086475|B3|Participants|Overall|67
26287|NCT01086475|B2|Participants|Overall|33
26288|NCT01086475|B1|Participants|Overall|34
26289|NCT01086410|B5|Participants|Overall|185
26290|NCT01086410|B4|Participants|Overall|15
26291|NCT01086410|B3|Participants|Overall|56
26292|NCT01086410|B2|Participants|Overall|56
26293|NCT01086410|B1|Participants|Overall|58
26294|NCT01086384|B3|Participants|Overall|2019
26295|NCT01086384|B2|Participants|Overall|1009
26296|NCT01086384|B1|Participants|Overall|1010
26297|NCT01086215|B5|Participants|Overall|500
26298|NCT01086215|B4|Participants|Overall|14
26299|NCT01086215|B3|Participants|Overall|73
26300|NCT01086215|B2|Participants|Overall|201
26301|NCT01086215|B1|Participants|Overall|212
26302|NCT01086033|B1|Participants|Overall|566
26303|NCT01085968|B3|Participants|Overall|54
26304|NCT01085968|B2|Participants|Overall|25
26305|NCT01085968|B1|Participants|Overall|29
26306|NCT01085903|B3|Participants|Overall|28
26307|NCT01085903|B2|Participants|Overall|7
26308|NCT01085903|B1|Participants|Overall|21
26309|NCT01085825|B3|Participants|Overall|500
26310|NCT01085825|B2|Participants|Overall|248
26311|NCT01085825|B1|Participants|Overall|252
26312|NCT01085786|B3|Participants|Overall|240
26313|NCT01085786|B2|Participants|Overall|117
26314|NCT01085786|B1|Participants|Overall|123
26315|NCT01085760|B5|Participants|Overall|35
26316|NCT01085760|B4|Participants|Overall|9
26317|NCT01085760|B3|Participants|Overall|9
26318|NCT01085760|B2|Participants|Overall|9
26319|NCT01085760|B1|Participants|Overall|8
26320|NCT01085734|B3|Participants|Overall|30
26321|NCT01085734|B2|Participants|Overall|15
26322|NCT01085734|B1|Participants|Overall|15
26323|NCT01085682|B3|Participants|Overall|9
26324|NCT01085682|B2|Participants|Overall|3
26325|NCT01085682|B1|Participants|Overall|6
26326|NCT01085643|B1|Participants|Overall|4
26327|NCT01085591|B4|Participants|Overall|209
26328|NCT01085591|B3|Participants|Overall|70
26329|NCT01085591|B2|Participants|Overall|71
26330|NCT01085591|B1|Participants|Overall|68
26331|NCT01085539|B1|Participants|Overall|50
26332|NCT01085513|B3|Participants|Overall|143
26333|NCT01085513|B2|Participants|Overall|68
26334|NCT01085513|B1|Participants|Overall|75
26335|NCT01085500|B3|Participants|Overall|50
26336|NCT01085500|B2|Participants|Overall|24
26337|NCT01085500|B1|Participants|Overall|26
26338|NCT01085357|B3|Participants|Overall|505
26339|NCT01085357|B2|Participants|Overall|131
26340|NCT01085357|B1|Participants|Overall|374
26341|NCT01085331|B3|Participants|Overall|16
26342|NCT01085331|B2|Participants|Overall|6
26343|NCT01085331|B1|Participants|Overall|10
26344|NCT01085318|B3|Participants|Overall|38
26345|NCT01085318|B2|Participants|Overall|15
26346|NCT01085318|B1|Participants|Overall|23
26347|NCT01085214|B1|Participants|Overall|37
26348|NCT01085201|B6|Participants|Overall|33
26349|NCT01085201|B5|Participants|Overall|3
26350|NCT01085201|B4|Participants|Overall|6
26351|NCT01085201|B3|Participants|Overall|3
26352|NCT01085201|B2|Participants|Overall|6
26353|NCT01085201|B1|Participants|Overall|15
26354|NCT01085136|B1|Participants|Overall|1154
26355|NCT01085006|B3|Participants|Overall|100
26356|NCT01085006|B2|Participants|Overall|50
26357|NCT01085006|B1|Participants|Overall|50
26358|NCT01084759|B1|Participants|Overall|16
26359|NCT01084707|B1|Participants|Overall|40
26360|NCT01084668|B1|Participants|Overall|42
26361|NCT01084603|B1|Participants|Overall|45
26362|NCT01084551|B4|Participants|Overall|284
26363|NCT01084551|B3|Participants|Overall|94
26364|NCT01084551|B2|Participants|Overall|95
26365|NCT01084551|B1|Participants|Overall|95
26366|NCT01084538|B1|Participants|Overall|175
26367|NCT01084278|B6|Participants|Overall|40
26368|NCT01084278|B5|Participants|Overall|8
26369|NCT01084278|B4|Participants|Overall|8
26370|NCT01084278|B3|Participants|Overall|8
26371|NCT01084278|B2|Participants|Overall|8
26372|NCT01084278|B1|Participants|Overall|8
26373|NCT01084265|B1|Participants|Overall|30
26374|NCT01084239|B3|Participants|Overall|1000
26375|NCT01084239|B2|Participants|Overall|499
26376|NCT01084239|B1|Participants|Overall|501
26377|NCT01084148|B3|Participants|Overall|236
26378|NCT01084148|B2|Participants|Overall|118
26379|NCT01084148|B1|Participants|Overall|118
26380|NCT01084135|B5|Participants|Overall|31
26381|NCT01084135|B4|Participants|Overall|4
26382|NCT01084135|B3|Participants|Overall|4
26383|NCT01084135|B2|Participants|Overall|11
26384|NCT01084135|B1|Participants|Overall|12
26385|NCT01084083|B1|Participants|Overall|80
26386|NCT01084005|B3|Participants|Overall|241
26387|NCT01084005|B2|Participants|Overall|162
26388|NCT01084005|B1|Participants|Overall|79
26389|NCT01083901|B4|Participants|Overall|34
26390|NCT01083901|B3|Participants|Overall|13
26391|NCT01083901|B2|Participants|Overall|8
26392|NCT01083901|B1|Participants|Overall|13
26393|NCT01083849|B3|Participants|Overall|759
26394|NCT01083849|B2|Participants|Overall|638
26395|NCT01083849|B1|Participants|Overall|121
26396|NCT01083810|B4|Participants|Overall|284
26397|NCT01083810|B3|Participants|Overall|55
26398|NCT01083810|B2|Participants|Overall|92
26399|NCT01083810|B1|Participants|Overall|137
26400|NCT01083771|B1|Participants|Overall|21
26401|NCT01083758|B1|Participants|Overall|31
26402|NCT01083732|B4|Participants|Overall|18
26403|NCT01083732|B3|Participants|Overall|3
26404|NCT01083732|B2|Participants|Overall|9
26405|NCT01083732|B1|Participants|Overall|6
26406|NCT01083693|B4|Participants|Overall|161
26407|NCT01083693|B3|Participants|Overall|40
26408|NCT01083693|B2|Participants|Overall|28
26409|NCT01083693|B1|Participants|Overall|93
26410|NCT01083654|B3|Participants|Overall|103
26411|NCT01083654|B2|Participants|Overall|50
26412|NCT01083654|B1|Participants|Overall|53
26413|NCT01083602|B1|Participants|Overall|55
26414|NCT01083576|B3|Participants|Overall|30
26415|NCT01083576|B2|Participants|Overall|15
26416|NCT01083576|B1|Participants|Overall|15
26417|NCT01083485|B3|Participants|Overall|137
26418|NCT01083485|B2|Participants|Overall|67
26419|NCT01083485|B1|Participants|Overall|70
26420|NCT01083472|B3|Participants|Overall|37
26421|NCT01083472|B2|Participants|Overall|19
26422|NCT01083472|B1|Participants|Overall|18
26423|NCT01083199|B1|Participants|Overall|10
26424|NCT01083186|B1|Participants|Overall|500
26425|NCT01083173|B1|Participants|Overall|580
26426|NCT01083160|B1|Participants|Overall|82
26427|NCT01083121|B1|Participants|Overall|1698
26428|NCT01082965|B3|Participants|Overall|18
26429|NCT01082965|B2|Participants|Overall|8
26430|NCT01082965|B1|Participants|Overall|10
26431|NCT01082952|B3|Participants|Overall|12
26432|NCT01082952|B2|Participants|Overall|6
26433|NCT01082952|B1|Participants|Overall|6
26434|NCT01082939|B1|Participants|Overall|80
26435|NCT01082874|B5|Participants|Overall|10010
26436|NCT01082874|B4|Participants|Overall|2502
26437|NCT01082874|B3|Participants|Overall|2499
26438|NCT01082874|B2|Participants|Overall|2510
26439|NCT01082874|B1|Participants|Overall|2499
26440|NCT01082640|B4|Participants|Overall|96
26441|NCT01082640|B3|Participants|Overall|32
26442|NCT01082640|B2|Participants|Overall|32
26443|NCT01082640|B1|Participants|Overall|32
26444|NCT01082614|B3|Participants|Overall|38
26445|NCT01082614|B2|Participants|Overall|18
26446|NCT01082614|B1|Participants|Overall|20
26447|NCT01082588|B3|Participants|Overall|60
26448|NCT01082588|B2|Participants|Overall|30
26449|NCT01082588|B1|Participants|Overall|30
26450|NCT01082575|B1|Participants|Overall|100
26451|NCT01082380|B1|Participants|Overall|6
26452|NCT01082367|B3|Participants|Overall|51
26453|NCT01082367|B2|Participants|Overall|25
26454|NCT01082367|B1|Participants|Overall|26
26455|NCT01082328|B1|Participants|Overall|59
26456|NCT01082159|B1|Participants|Overall|55
26457|NCT01082081|B4|Participants|Overall|300
26458|NCT01082081|B3|Participants|Overall|60
26459|NCT01082081|B2|Participants|Overall|119
26460|NCT01082081|B1|Participants|Overall|121
26461|NCT01081951|B3|Participants|Overall|162
26462|NCT01081951|B2|Participants|Overall|81
26463|NCT01081951|B1|Participants|Overall|81
26464|NCT01081912|B1|Participants|Overall|510
26465|NCT01081886|B3|Participants|Overall|24
26466|NCT01081886|B2|Participants|Overall|13
26467|NCT01081886|B1|Participants|Overall|11
26468|NCT01081873|B1|Participants|Overall|2714
26469|NCT01081834|B6|Participants|Overall|675
26470|NCT01081834|B5|Participants|Overall|44
26471|NCT01081834|B4|Participants|Overall|47
26472|NCT01081834|B3|Participants|Overall|197
26473|NCT01081834|B2|Participants|Overall|195
26474|NCT01081834|B1|Participants|Overall|192
26475|NCT01081795|B4|Participants|Overall|387
26476|NCT01081795|B3|Participants|Overall|127
26477|NCT01081795|B2|Participants|Overall|130
26478|NCT01081795|B1|Participants|Overall|130
26479|NCT01081769|B3|Participants|Overall|764
26480|NCT01081769|B2|Participants|Overall|388
26481|NCT01081769|B1|Participants|Overall|376
26482|NCT01081665|B1|Participants|Overall|237
26483|NCT01081626|B3|Participants|Overall|247
26484|NCT01081626|B2|Participants|Overall|125
26485|NCT01081626|B1|Participants|Overall|122
26486|NCT01081301|B1|Participants|Overall|36
26487|NCT01081249|B1|Participants|Overall|17
26488|NCT01081145|B1|Participants|Overall|526
26489|NCT01081132|B3|Participants|Overall|312
26490|NCT01081132|B2|Participants|Overall|157
26491|NCT01081132|B1|Participants|Overall|155
26492|NCT01081041|B4|Participants|Overall|181
26493|NCT01081041|B3|Participants|Overall|71
26494|NCT01081041|B2|Participants|Overall|77
26495|NCT01081041|B1|Participants|Overall|33
26496|NCT01080807|B3|Participants|Overall|383
26497|NCT01080807|B2|Participants|Overall|190
26498|NCT01080807|B1|Participants|Overall|193
26499|NCT01080768|B3|Participants|Overall|31
26500|NCT01080768|B2|Participants|Overall|17
26501|NCT01080768|B1|Participants|Overall|14
26502|NCT01080625|B4|Participants|Overall|96
26503|NCT01080625|B3|Participants|Overall|32
26504|NCT01080625|B2|Participants|Overall|33
26505|NCT01080625|B1|Participants|Overall|31
26506|NCT01080391|B3|Participants|Overall|792
26507|NCT01080391|B2|Participants|Overall|396
26508|NCT01080391|B1|Participants|Overall|396
26509|NCT01080326|B1|Participants|Overall|3
26510|NCT01080300|B3|Participants|Overall|593
26511|NCT01080300|B2|Participants|Overall|294
26512|NCT01080300|B1|Participants|Overall|299
26513|NCT01080261|B1|Participants|Overall|60
26514|NCT01080248|B1|Participants|Overall|2
26515|NCT01080209|B8|Participants|Overall|215
26516|NCT01080209|B7|Participants|Overall|51
26517|NCT01080209|B6|Participants|Overall|2
26518|NCT01080209|B5|Participants|Overall|6
26519|NCT01080209|B4|Participants|Overall|42
26520|NCT01080209|B3|Participants|Overall|33
26521|NCT01080209|B2|Participants|Overall|53
26522|NCT01080209|B1|Participants|Overall|28
26523|NCT01080131|B3|Participants|Overall|226
26524|NCT01080131|B2|Participants|Overall|114
26525|NCT01080131|B1|Participants|Overall|112
26526|NCT01080118|B3|Participants|Overall|30
26527|NCT01080118|B2|Participants|Overall|15
26528|NCT01080118|B1|Participants|Overall|15
26529|NCT01079988|B6|Participants|Overall|41
26530|NCT01079988|B5|Participants|Overall|2
26531|NCT01079988|B4|Participants|Overall|20
26532|NCT01079988|B3|Participants|Overall|8
26533|NCT01079988|B2|Participants|Overall|1
26534|NCT01079988|B1|Participants|Overall|10
26535|NCT01079962|B3|Participants|Overall|209
26536|NCT01079962|B2|Participants|Overall|104
26537|NCT01079962|B1|Participants|Overall|105
26538|NCT01079949|B3|Participants|Overall|92
26539|NCT01079949|B2|Participants|Overall|47
26540|NCT01079949|B1|Participants|Overall|45
26541|NCT01079936|B5|Participants|Overall|59
26542|NCT01079936|B4|Participants|Overall|26
26543|NCT01079936|B3|Participants|Overall|24
26544|NCT01079936|B2|Participants|Overall|6
26545|NCT01079936|B1|Participants|Overall|3
26546|NCT01079832|B1|Participants|Overall|50
26547|NCT01079806|B3|Participants|Overall|180
26548|NCT01079806|B2|Participants|Overall|60
26549|NCT01079806|B1|Participants|Overall|120
26550|NCT01079299|B3|Participants|Overall|52
26551|NCT01079299|B2|Participants|Overall|25
26552|NCT01079299|B1|Participants|Overall|27
26553|NCT01079234|B4|Participants|Overall|493
26554|NCT01079234|B3|Participants|Overall|164
26555|NCT01079234|B2|Participants|Overall|165
26556|NCT01079234|B1|Participants|Overall|164
26557|NCT01079195|B1|Participants|Overall|14693
26558|NCT01079182|B1|Participants|Overall|4681
26559|NCT01079143|B5|Participants|Overall|194
26560|NCT01079143|B4|Participants|Overall|59
26561|NCT01079143|B3|Participants|Overall|39
26562|NCT01079143|B2|Participants|Overall|60
26563|NCT01079143|B1|Participants|Overall|36
26564|NCT01079130|B7|Participants|Overall|502
26565|NCT01079130|B6|Participants|Overall|84
26566|NCT01079130|B5|Participants|Overall|84
26567|NCT01079130|B4|Participants|Overall|85
26568|NCT01079130|B3|Participants|Overall|84
26569|NCT01079130|B2|Participants|Overall|81
26570|NCT01079130|B1|Participants|Overall|84
26571|NCT01078974|B1|Participants|Overall|7
26572|NCT01078922|B1|Participants|Overall|11
26573|NCT01078805|B1|Participants|Overall|3720
26574|NCT01078753|B3|Participants|Overall|89
26575|NCT01078753|B2|Participants|Overall|44
26576|NCT01078753|B1|Participants|Overall|45
26577|NCT01078675|B3|Participants|Overall|263
26578|NCT01078675|B2|Participants|Overall|65
26579|NCT01078675|B1|Participants|Overall|198
26580|NCT01078662|B6|Participants|Overall|298
26581|NCT01078662|B5|Participants|Overall|12
26582|NCT01078662|B4|Participants|Overall|8
26583|NCT01078662|B3|Participants|Overall|23
26584|NCT01078662|B2|Participants|Overall|193
26585|NCT01078662|B1|Participants|Overall|62
26586|NCT01078623|B1|Participants|Overall|135
26587|NCT01078584|B1|Participants|Overall|7993
26588|NCT01078571|B1|Participants|Overall|591
26589|NCT01078545|B1|Participants|Overall|729
26590|NCT01078454|B3|Participants|Overall|11
26591|NCT01078454|B2|Participants|Overall|5
26592|NCT01078454|B1|Participants|Overall|6
26593|NCT01078441|B1|Participants|Overall|2
26594|NCT01078402|B4|Participants|Overall|789
26595|NCT01078402|B3|Participants|Overall|234
26596|NCT01078402|B2|Participants|Overall|124
26597|NCT01078402|B1|Participants|Overall|431
26598|NCT01078389|B3|Participants|Overall|314
26599|NCT01078389|B2|Participants|Overall|157
26600|NCT01078389|B1|Participants|Overall|157
26601|NCT01078376|B5|Participants|Overall|29
26602|NCT01078376|B4|Participants|Overall|3
26603|NCT01078376|B3|Participants|Overall|8
26604|NCT01078376|B2|Participants|Overall|9
26605|NCT01078376|B1|Participants|Overall|9
26606|NCT01078363|B3|Participants|Overall|96
26607|NCT01078363|B2|Participants|Overall|49
26608|NCT01078363|B1|Participants|Overall|47
26609|NCT01078298|B3|Participants|Overall|525
26610|NCT01078298|B2|Participants|Overall|269
26611|NCT01078298|B1|Participants|Overall|256
26612|NCT01078246|B8|Participants|Overall|7124
26613|NCT01078246|B7|Participants|Overall|22
26614|NCT01078246|B6|Participants|Overall|231
26615|NCT01078246|B5|Participants|Overall|3310
26616|NCT01078246|B4|Participants|Overall|152
26617|NCT01078246|B3|Participants|Overall|1963
26618|NCT01078246|B2|Participants|Overall|405
26619|NCT01078246|B1|Participants|Overall|1041
26620|NCT01078233|B7|Participants|Overall|6617
26621|NCT01078233|B6|Participants|Overall|154
26622|NCT01078233|B5|Participants|Overall|3199
26623|NCT01078233|B4|Participants|Overall|631
26624|NCT01078233|B3|Participants|Overall|1681
26625|NCT01078233|B2|Participants|Overall|296
26626|NCT01078233|B1|Participants|Overall|656
26627|NCT01078220|B1|Participants|Overall|189629
26628|NCT01078207|B1|Participants|Overall|100
26629|NCT01078155|B1|Participants|Overall|131
26630|NCT01078116|B1|Participants|Overall|121
26631|NCT01078090|B1|Participants|Overall|5745
26632|NCT01077973|B4|Participants|Overall|200
26633|NCT01077973|B3|Participants|Overall|80
26634|NCT01077973|B2|Participants|Overall|79
26635|NCT01077973|B1|Participants|Overall|41
26636|NCT01077960|B1|Participants|Overall|126
26637|NCT01077921|B3|Participants|Overall|27
26638|NCT01077921|B2|Participants|Overall|13
26639|NCT01077921|B1|Participants|Overall|14
26640|NCT01077856|B4|Participants|Overall|54516
26641|NCT01077856|B3|Participants|Overall|15713
26642|NCT01077856|B2|Participants|Overall|16604
26643|NCT01077856|B1|Participants|Overall|22199
26644|NCT01077830|B3|Participants|Overall|1359
26645|NCT01077830|B2|Participants|Overall|682
26646|NCT01077830|B1|Participants|Overall|677
26647|NCT01077817|B1|Participants|Overall|684815
26648|NCT01077804|B1|Participants|Overall|7585
26649|NCT01077739|B3|Participants|Overall|75
26650|NCT01077739|B2|Participants|Overall|50
26651|NCT01077739|B1|Participants|Overall|25
26652|NCT01077713|B3|Participants|Overall|86
26653|NCT01077713|B2|Participants|Overall|42
26654|NCT01077713|B1|Participants|Overall|44
26655|NCT01077622|B1|Participants|Overall|10
26656|NCT01077596|B13|Participants|Overall|61175
26657|NCT01077596|B12|Participants|Overall|22150
26658|NCT01077596|B11|Participants|Overall|2215
26659|NCT01077596|B10|Participants|Overall|28420
26660|NCT01077596|B9|Participants|Overall|2842
26661|NCT01077596|B8|Participants|Overall|837
26662|NCT01077596|B7|Participants|Overall|308
26663|NCT01077596|B6|Participants|Overall|882
26664|NCT01077596|B5|Participants|Overall|294
26665|NCT01077596|B4|Participants|Overall|1370
26666|NCT01077596|B3|Participants|Overall|457
26667|NCT01077596|B2|Participants|Overall|1050
26668|NCT01077596|B1|Participants|Overall|350
26669|NCT01077544|B3|Participants|Overall|15
26670|NCT01077544|B2|Participants|Overall|7
26671|NCT01077544|B1|Participants|Overall|8
26672|NCT01077375|B3|Participants|Overall|106
26673|NCT01077375|B2|Participants|Overall|85
26674|NCT01077375|B1|Participants|Overall|21
26675|NCT01077362|B4|Participants|Overall|312
26676|NCT01077362|B3|Participants|Overall|105
26677|NCT01077362|B2|Participants|Overall|103
26678|NCT01077362|B1|Participants|Overall|104
26679|NCT01077323|B4|Participants|Overall|363766
26680|NCT01077323|B3|Participants|Overall|103511
26681|NCT01077323|B2|Participants|Overall|234536
26682|NCT01077323|B1|Participants|Overall|25719
26683|NCT01077310|B3|Participants|Overall|100
26684|NCT01077310|B2|Participants|Overall|33
26685|NCT01077310|B1|Participants|Overall|67
26686|NCT01077284|B4|Participants|Overall|99
26687|NCT01077284|B3|Participants|Overall|33
26688|NCT01077284|B2|Participants|Overall|33
26689|NCT01077284|B1|Participants|Overall|33
26690|NCT01077271|B5|Participants|Overall|120
26691|NCT01077271|B4|Participants|Overall|4
26692|NCT01077271|B3|Participants|Overall|32
26693|NCT01077271|B2|Participants|Overall|45
26694|NCT01077271|B1|Participants|Overall|39
26695|NCT01077258|B1|Participants|Overall|4208
26696|NCT01077193|B1|Participants|Overall|44
26697|NCT01077128|B1|Participants|Overall|500
26698|NCT01077076|B1|Participants|Overall|30
26699|NCT01077063|B3|Participants|Overall|7
26700|NCT01077063|B2|Participants|Overall|4
26701|NCT01077063|B1|Participants|Overall|3
26702|NCT01077050|B1|Participants|Overall|1942
26703|NCT01077024|B3|Participants|Overall|538
26704|NCT01077024|B2|Participants|Overall|271
26705|NCT01077024|B1|Participants|Overall|267
26706|NCT01076985|B1|Participants|Overall|24
26707|NCT01076972|B1|Participants|Overall|1184
26708|NCT01076959|B1|Participants|Overall|7740
26709|NCT01076686|B5|Participants|Overall|94
26710|NCT01076686|B4|Participants|Overall|31
26711|NCT01076686|B3|Participants|Overall|32
26712|NCT01076686|B2|Participants|Overall|14
26713|NCT01076686|B1|Participants|Overall|17
26714|NCT01076647|B3|Participants|Overall|467
26715|NCT01076647|B2|Participants|Overall|234
26716|NCT01076647|B1|Participants|Overall|233
26717|NCT01076504|B1|Participants|Overall|80
26718|NCT01076452|B3|Participants|Overall|299
26719|NCT01076452|B2|Participants|Overall|152
26720|NCT01076452|B1|Participants|Overall|147
26721|NCT01076361|B1|Participants|Overall|370
26722|NCT01076348|B1|Participants|Overall|73
26723|NCT01076335|B1|Participants|Overall|40
26724|NCT01076296|B1|Participants|Overall|1000
26725|NCT01076283|B3|Participants|Overall|14
26726|NCT01076283|B2|Participants|Overall|7
26727|NCT01076283|B1|Participants|Overall|7
26728|NCT01076244|B1|Participants|Overall|46
26729|NCT01076192|B1|Participants|Overall|532
26730|NCT01076166|B1|Participants|Overall|308
26731|NCT01076153|B1|Participants|Overall|694
26732|NCT01076088|B7|Participants|Overall|744
26733|NCT01076088|B6|Participants|Overall|127
26734|NCT01076088|B5|Participants|Overall|120
26735|NCT01076088|B4|Participants|Overall|124
26736|NCT01076088|B3|Participants|Overall|126
26737|NCT01076088|B2|Participants|Overall|125
26738|NCT01076088|B1|Participants|Overall|122
26739|NCT01076075|B3|Participants|Overall|422
26740|NCT01076075|B2|Participants|Overall|212
26741|NCT01076075|B1|Participants|Overall|210
26742|NCT01076036|B1|Participants|Overall|8
26743|NCT01075984|B6|Participants|Overall|279
26744|NCT01075984|B5|Participants|Overall|213
26745|NCT01075984|B4|Participants|Overall|24
26746|NCT01075984|B3|Participants|Overall|21
26747|NCT01075984|B2|Participants|Overall|11
26748|NCT01075984|B1|Participants|Overall|10
26749|NCT01075971|B1|Participants|Overall|52
26750|NCT01075958|B1|Participants|Overall|283
26751|NCT01075815|B3|Participants|Overall|75
26752|NCT01075815|B2|Participants|Overall|35
26753|NCT01075815|B1|Participants|Overall|40
26754|NCT01075763|B3|Participants|Overall|42
26755|NCT01075763|B2|Participants|Overall|19
26756|NCT01075763|B1|Participants|Overall|23
26757|NCT01075685|B3|Participants|Overall|1147
26758|NCT01075685|B2|Participants|Overall|413
26759|NCT01075685|B1|Participants|Overall|734
26760|NCT01075646|B5|Participants|Overall|166
26761|NCT01075646|B4|Participants|Overall|46
26762|NCT01075646|B3|Participants|Overall|53
26763|NCT01075646|B2|Participants|Overall|34
26764|NCT01075646|B1|Participants|Overall|33
26765|NCT01075399|B1|Participants|Overall|42
26766|NCT01075347|B3|Participants|Overall|165
26767|NCT01075347|B2|Participants|Overall|83
26768|NCT01075347|B1|Participants|Overall|82
26769|NCT01075282|B4|Participants|Overall|807
26770|NCT01075282|B3|Participants|Overall|262
26771|NCT01075282|B2|Participants|Overall|272
26772|NCT01075282|B1|Participants|Overall|273
26773|NCT01075256|B4|Participants|Overall|195
26774|NCT01075256|B3|Participants|Overall|66
26775|NCT01075256|B2|Participants|Overall|63
26776|NCT01075256|B1|Participants|Overall|66
26777|NCT01075243|B4|Participants|Overall|401
26778|NCT01075243|B3|Participants|Overall|80
26779|NCT01075243|B2|Participants|Overall|158
26780|NCT01075243|B1|Participants|Overall|163
26781|NCT01075217|B3|Participants|Overall|169
26782|NCT01075217|B2|Participants|Overall|85
26783|NCT01075217|B1|Participants|Overall|84
26784|NCT01075204|B1|Participants|Overall|335
26785|NCT01075191|B1|Participants|Overall|60
26786|NCT01075178|B3|Participants|Overall|2018
26787|NCT01075178|B2|Participants|Overall|1009
26788|NCT01075178|B1|Participants|Overall|1009
26789|NCT01075152|B3|Participants|Overall|177
26790|NCT01075152|B2|Participants|Overall|89
26791|NCT01075152|B1|Participants|Overall|88
26792|NCT01075100|B3|Participants|Overall|103
26793|NCT01075100|B2|Participants|Overall|54
26794|NCT01075100|B1|Participants|Overall|49
26795|NCT01075087|B3|Participants|Overall|19
26796|NCT01075087|B2|Participants|Overall|10
26797|NCT01075087|B1|Participants|Overall|9
26798|NCT01075074|B4|Participants|Overall|75
26799|NCT01075074|B3|Participants|Overall|25
26800|NCT01075074|B2|Participants|Overall|25
26801|NCT01075074|B1|Participants|Overall|25
26802|NCT01074944|B1|Participants|Overall|170
26803|NCT01074931|B1|Participants|Overall|98
26804|NCT01074658|B1|Participants|Overall|1015
26805|NCT01074554|B3|Participants|Overall|29
26806|NCT01074554|B2|Participants|Overall|15
26807|NCT01074554|B1|Participants|Overall|14
26808|NCT01074502|B1|Participants|Overall|3
26809|NCT01074463|B3|Participants|Overall|24
26810|NCT01074463|B2|Participants|Overall|12
26811|NCT01074463|B1|Participants|Overall|12
26812|NCT01074450|B3|Participants|Overall|24
26813|NCT01074450|B2|Participants|Overall|12
26814|NCT01074450|B1|Participants|Overall|12
26815|NCT01074437|B3|Participants|Overall|9
26816|NCT01074437|B2|Participants|Overall|5
26817|NCT01074437|B1|Participants|Overall|4
26818|NCT01074307|B3|Participants|Overall|159
26819|NCT01074307|B2|Participants|Overall|107
26820|NCT01074307|B1|Participants|Overall|52
26821|NCT01074268|B3|Participants|Overall|455
26822|NCT01074268|B2|Participants|Overall|153
26823|NCT01074268|B1|Participants|Overall|302
